symbol	file	line	kind	language
findHwmonByName	Scripts/fanCurve.py	55		
readSysInt	Scripts/fanCurve.py	64		
writeSysInt	Scripts/fanCurve.py	68		
pwmPath	Scripts/fanCurve.py	74		
pwmEnablePath	Scripts/fanCurve.py	78		
saveOriginals	Scripts/fanCurve.py	82		
restoreOriginals	Scripts/fanCurve.py	95		
loadConfig	Scripts/fanCurve.py	109		
ensureConfig	Scripts/fanCurve.py	122		
interpolatePwm	Scripts/fanCurve.py	131		
main	Scripts/fanCurve.py	147		
findHwmon	Scripts/fanMap.py	20		
readInt	Scripts/fanMap.py	35		
writeInt	Scripts/fanMap.py	40		
sampleFan	Scripts/fanMap.py	45		
_savedState	Scripts/fanMap.py	60		
_hwmon	Scripts/fanMap.py	61		
restoreAll	Scripts/fanMap.py	64		
signalHandler	Scripts/fanMap.py	76		
main	Scripts/fanMap.py	86		
libSelftest	Scripts/fileSummary.py	11		
DEFAULT_MODEL	Scripts/fileSummary.py	13		
LOG_DIR	Scripts/fileSummary.py	14		
MAX_LINES	Scripts/fileSummary.py	15		
SYSTEM_PROMPT	Scripts/fileSummary.py	18		
summariseFile	Scripts/fileSummary.py	31		
main	Scripts/fileSummary.py	55		
EOF	Scripts/fileTasks.sh	136		
EOF	Scripts/fileTasks.sh	181		
EOF	Scripts/fileTasks.sh	212		
EOF	Scripts/fileTasks.sh	258		
EOF	Scripts/fileTasks.sh	287		
extractAppName	Scripts/getPWAAppName.sh	17		
findAppByWindowClass	Scripts/getPWAAppName.sh	24		
EOF	Scripts/getTagState.sh	14		
REPO_ROOT	Scripts/indexQuery.py	21		
INDEX_TOML	Scripts/indexQuery.py	22		
SYMBOLS_TSV	Scripts/indexQuery.py	23		
SCRIPTS_DIR	Scripts/indexQuery.py	24		
MAX_RESULTS	Scripts/indexQuery.py	26		
TOML_META_KEYS	Scripts/indexQuery.py	28		
_loadLockedTags	Scripts/indexQuery.py	34		
LOCKED_TAGS	Scripts/indexQuery.py	48		
LOCKED_TAG_SET	Scripts/indexQuery.py	49		
loadIndex	Scripts/indexQuery.py	55		
loadSymbols	Scripts/indexQuery.py	67		
_tomlStr	Scripts/indexQuery.py	85		
_tomlStrArray	Scripts/indexQuery.py	89		
formatTomlBlock	Scripts/indexQuery.py	93		
_die	Scripts/indexQuery.py	104		
_truncate	Scripts/indexQuery.py	109		
_normalizePath	Scripts/indexQuery.py	116		
cmdTags	Scripts/indexQuery.py	130		
cmdFile	Scripts/indexQuery.py	171		
cmdSymbol	Scripts/indexQuery.py	193		
cmdSearch	Scripts/indexQuery.py	231		
cmdDeps	Scripts/indexQuery.py	262		
cmdExports	Scripts/indexQuery.py	285		
cmdStats	Scripts/indexQuery.py	318		
buildParser	Scripts/indexQuery.py	353		
main	Scripts/indexQuery.py	437		
VAULT	Scripts/ingestMeetings.py	12		
MEETINGS_DIR	Scripts/ingestMeetings.py	13		
OLLAMA_URL	Scripts/ingestMeetings.py	14		
OLLAMA_MODEL	Scripts/ingestMeetings.py	15		
TODAY	Scripts/ingestMeetings.py	16		
SKIP_EXACT	Scripts/ingestMeetings.py	18		
SKIP_PREFIXES	Scripts/ingestMeetings.py	22		
BOILERPLATE_PREFIXES	Scripts/ingestMeetings.py	26		
TIME_RE	Scripts/ingestMeetings.py	36		
ALL_DAY_RE	Scripts/ingestMeetings.py	41		
DAY_HEADER_RE	Scripts/ingestMeetings.py	42		
PHONE_RE	Scripts/ingestMeetings.py	43		
MEETING_ID_RE	Scripts/ingestMeetings.py	44		
URL_RE	Scripts/ingestMeetings.py	45		
shouldSkip	Scripts/ingestMeetings.py	48		
isBoilerplate	Scripts/ingestMeetings.py	58		
to24h	Scripts/ingestMeetings.py	74		
extractNames	Scripts/ingestMeetings.py	79		
parsePdf	Scripts/ingestMeetings.py	84		
extractMeetings	Scripts/ingestMeetings.py	92		
getExistingPeople	Scripts/ingestMeetings.py	203		
createPersonNote	Scripts/ingestMeetings.py	210		
getExistingMeetingKeys	Scripts/ingestMeetings.py	240		
generateAgenda	Scripts/ingestMeetings.py	263		
formatAttendeeFrontmatter	Scripts/ingestMeetings.py	297		
sanitizeFilename	Scripts/ingestMeetings.py	302		
createNote	Scripts/ingestMeetings.py	306		
main	Scripts/ingestMeetings.py	366		
to_dashed	Scripts/installGitHooks.sh	13		
DEFAULT_MODEL	Scripts/lib/localModel.py	12		
DEFAULT_HOST	Scripts/lib/localModel.py	13		
_TOON_NEEDS_QUOTE	Scripts/lib/localModel.py	22		
_toonEscape	Scripts/lib/localModel.py	25		
toonEncode	Scripts/lib/localModel.py	33		
_toonParseLine	Scripts/lib/localModel.py	47		
toonDecode	Scripts/lib/localModel.py	81		
ModelSession	Scripts/lib/localModel.py	130		
RingLogger	Scripts/lib/localModel.py	218		
selftest	Scripts/lib/localModel.py	256		
libSelftest	Scripts/logDigest.py	10		
DEFAULT_MODEL	Scripts/logDigest.py	12		
LOG_DIR	Scripts/logDigest.py	13		
MAX_LINES	Scripts/logDigest.py	14		
SYSTEM_PROMPT	Scripts/logDigest.py	16		
readLog	Scripts/logDigest.py	32		
preCount	Scripts/logDigest.py	49		
main	Scripts/logDigest.py	60		
WEEKDAYS	Scripts/parsedate	13		
preprocess	Scripts/parsedate	15		
main	Scripts/parsedate	53		
onManage	Scripts/present.sh	7		
TableParser	Scripts/printLettersFromUnicodeListAssessment.py	6		
printGridFromDoc	Scripts/printLettersFromUnicodeListAssessment.py	65		
fetchHtml	Scripts/printLettersFromUnicodeListAssessment.py	81		
parsePositionsFromHtml	Scripts/printLettersFromUnicodeListAssessment.py	90		
buildGrid	Scripts/printLettersFromUnicodeListAssessment.py	122		
printGrid	Scripts/printLettersFromUnicodeListAssessment.py	130		
EOF	Scripts/quickNotes.sh	23		
writeback	Scripts/quickNotes.sh	54		
EOF	Scripts/quickNotes.sh	55		
EOF	Scripts/toggleTag.sh	13		
EOF	Scripts/updateObsidianColors.sh	9		
EOF	Scripts/updateRofiColors.sh	17		
hdr	Scripts/updateSystem.sh	11		
ok	Scripts/updateSystem.sh	12		
checkReboot	Scripts/updateSystem.sh	24		
fmt_pkg_line	Scripts/updateSystem.sh	147		
runWithBars	Scripts/updateSystem.sh	221		
EOF	Scripts/updateTMUXColors.sh	22		
EOF	Scripts/updateYaziColors.sh	23		
EOF	Scripts/updateZenTheme.sh	11		
launch_viewer	Scripts/virtualCamMux.sh	34		
run_relay	Scripts/virtualCamMux.sh	55		
is_src_capture_ready	Scripts/virtualCamMux.sh	68		
run_black	Scripts/virtualCamMux.sh	75		
app	Scripts/webhookServer.py	7		
auth	Scripts/webhookServer.py	8		
USERNAME	Scripts/webhookServer.py	11		
PASSWORD_HASH	Scripts/webhookServer.py	12		
users	Scripts/webhookServer.py	14		
verifyPassword	Scripts/webhookServer.py	18		
webhook	Scripts/webhookServer.py	25		
Max's Workflow System — Claude Code Handoff	projectOverview.md	1		
